pokemon_id,name_en,name_ko,generation,sample_count,in_game_embedded,status,priority
75,Graveler,데구리,1,0,True,in_game_only,maintain
76,Golem,딱구리,1,8,True,field_covered,maintain
77,Ponyta,포니타,1,1,True,field_covered,maintain
78,Rapidash,날쌩마,1,0,True,in_game_only,maintain
79,Slowpoke,야돈,1,0,True,in_game_only,maintain
80,Slowbro,야도란,1,0,True,in_game_only,maintain
81,Magnemite,코일,1,0,True,in_game_only,maintain
82,Magneton,레어코일,1,0,True,in_game_only,maintain
83,Farfetch’d,파오리,1,0,True,in_game_only,maintain
84,Doduo,두두,1,0,True,in_game_only,maintain
85,Dodrio,두트리오,1,0,True,in_game_only,maintain
86,Seel,쥬쥬,1,0,True,in_game_only,maintain
87,Dewgong,쥬레곤,1,0,True,in_game_only,maintain
88,Grimer,질퍽이,1,0,True,in_game_only,maintain
89,Muk,질뻐기,1,0,True,in_game_only,maintain
90,Shellder,셀러,1,0,True,in_game_only,maintain
91,Cloyster,파르셀,1,0,True,in_game_only,maintain
92,Gastly,고오스,1,0,True,in_game_only,maintain
93,Haunter,고우스트,1,1,True,field_covered,maintain
94,Gengar,팬텀,1,0,True,in_game_only,maintain
95,Onix,롱스톤,1,0,True,in_game_only,maintain
96,Drowzee,슬리프,1,0,True,in_game_only,maintain
97,Hypno,슬리퍼,1,0,True,in_game_only,maintain
98,Krabby,크랩,1,1,True,field_covered,maintain
99,Kingler,킹크랩,1,0,True,in_game_only,maintain
100,Voltorb,찌리리공,1,0,True,in_game_only,maintain
101,Electrode,붐볼,1,0,True,in_game_only,maintain
102,Exeggcute,아라리,1,0,True,in_game_only,maintain
103,Exeggutor,나시,1,0,True,in_game_only,maintain
104,Cubone,탕구리,1,0,True,in_game_only,maintain
105,Marowak,텅구리,1,0,True,in_game_only,maintain
106,Hitmonlee,시라소몬,1,0,True,in_game_only,maintain
107,Hitmonchan,홍수몬,1,0,True,in_game_only,maintain
108,Lickitung,내루미,1,0,True,in_game_only,maintain
109,Koffing,또가스,1,8,True,field_covered,maintain
110,Weezing,또도가스,1,0,True,in_game_only,maintain
111,Rhyhorn,뿔카노,1,0,True,in_game_only,maintain
112,Rhydon,코뿌리,1,0,True,in_game_only,maintain
113,Chansey,럭키,1,0,True,in_game_only,maintain
114,Tangela,덩쿠리,1,0,True,in_game_only,maintain
115,Kangaskhan,캥카,1,0,True,in_game_only,maintain
116,Horsea,쏘드라,1,0,True,in_game_only,maintain
117,Seadra,시드라,1,0,True,in_game_only,maintain
118,Goldeen,콘치,1,0,True,in_game_only,maintain
119,Seaking,왕콘치,1,0,True,in_game_only,maintain
120,Staryu,별가사리,1,0,True,in_game_only,maintain
121,Starmie,아쿠스타,1,0,True,in_game_only,maintain
122,Mr. Mime,마임맨,1,0,True,in_game_only,maintain
123,Scyther,스라크,1,0,True,in_game_only,maintain
124,Jynx,루주라,1,0,True,in_game_only,maintain
125,Electabuzz,에레브,1,0,True,in_game_only,maintain
126,Magmar,마그마,1,0,True,in_game_only,maintain
127,Pinsir,쁘사이저,1,0,True,in_game_only,maintain
128,Tauros,켄타로스,1,0,True,in_game_only,maintain
129,Magikarp,잉어킹,1,1,True,field_covered,maintain
130,Gyarados,갸라도스,1,0,True,in_game_only,maintain
131,Lapras,라프라스,1,0,True,in_game_only,maintain
132,Ditto,메타몽,1,0,True,in_game_only,maintain
133,Eevee,이브이,1,1,True,field_covered,maintain
134,Vaporeon,샤미드,1,0,True,in_game_only,maintain
135,Jolteon,쥬피썬더,1,0,True,in_game_only,maintain
136,Flareon,부스터,1,0,True,in_game_only,maintain
137,Porygon,폴리곤,1,0,True,in_game_only,maintain
138,Omanyte,암나이트,1,0,True,in_game_only,maintain
139,Omastar,암스타,1,0,True,in_game_only,maintain
140,Kabuto,투구,1,8,True,field_covered,maintain
141,Kabutops,투구푸스,1,0,True,in_game_only,maintain
142,Aerodactyl,프테라,1,0,True,in_game_only,maintain
143,Snorlax,잠만보,1,0,True,in_game_only,maintain
144,Articuno,프리져,1,0,True,in_game_only,maintain
145,Zapdos,썬더,1,8,True,field_covered,maintain
146,Moltres,파이어,1,0,True,in_game_only,maintain
147,Dratini,미뇽,1,0,True,in_game_only,maintain
148,Dragonair,신뇽,1,0,True,in_game_only,maintain
149,Dragonite,망나뇽,1,0,True,in_game_only,maintain
150,Mewtwo,뮤츠,1,1,True,field_covered,maintain
151,Mew,뮤,1,2,True,field_covered,maintain
152,Chikorita,치코리타,2,0,True,in_game_only,maintain
153,Bayleef,베이리프,2,0,True,in_game_only,maintain
154,Meganium,메가니움,2,0,True,in_game_only,maintain
155,Cyndaquil,브케인,2,0,True,in_game_only,maintain
156,Quilava,마그케인,2,0,True,in_game_only,maintain
157,Typhlosion,블레이범,2,0,True,in_game_only,maintain
158,Totodile,리아코,2,0,True,in_game_only,maintain
159,Croconaw,엘리게이,2,0,True,in_game_only,maintain
160,Feraligatr,장크로다일,2,0,True,in_game_only,maintain
161,Sentret,꼬리선,2,0,True,in_game_only,maintain
162,Furret,다꼬리,2,0,True,in_game_only,maintain
163,Hoothoot,부우부,2,0,True,in_game_only,maintain
164,Noctowl,야부엉,2,0,True,in_game_only,maintain
165,Ledyba,레디바,2,0,True,in_game_only,maintain
166,Ledian,레디안,2,0,True,in_game_only,maintain
167,Spinarak,페이검,2,0,True,in_game_only,maintain
168,Ariados,아리아도스,2,0,True,in_game_only,maintain
169,Crobat,크로뱃,2,0,True,in_game_only,maintain
170,Chinchou,초라기,2,0,True,in_game_only,maintain
171,Lanturn,랜턴,2,0,True,in_game_only,maintain
172,Pichu,피츄,2,0,True,in_game_only,maintain
173,Cleffa,삐,2,0,True,in_game_only,maintain
174,Igglybuff,푸푸린,2,0,True,in_game_only,maintain
175,Togepi,토게피,2,0,True,in_game_only,maintain
176,Togetic,토게틱,2,0,True,in_game_only,maintain
177,Natu,네이티,2,0,True,in_game_only,maintain
178,Xatu,네이티오,2,0,True,in_game_only,maintain
179,Mareep,메리프,2,0,True,in_game_only,maintain
180,Flaaffy,보송송,2,0,True,in_game_only,maintain
181,Ampharos,전룡,2,0,True,in_game_only,maintain
182,Bellossom,아르코,2,0,True,in_game_only,maintain
183,Marill,마릴,2,0,True,in_game_only,maintain
184,Azumarill,마릴리,2,0,True,in_game_only,maintain
185,Sudowoodo,꼬지모,2,0,True,in_game_only,maintain
186,Politoed,왕구리,2,0,True,in_game_only,maintain
187,Hoppip,통통코,2,0,True,in_game_only,maintain
188,Skiploom,두코,2,0,True,in_game_only,maintain
189,Jumpluff,솜솜코,2,0,True,in_game_only,maintain
190,Aipom,에이팜,2,0,True,in_game_only,maintain
191,Sunkern,해너츠,2,0,True,in_game_only,maintain
192,Sunflora,해루미,2,0,True,in_game_only,maintain
193,Yanma,왕자리,2,0,True,in_game_only,maintain
194,Wooper,우파,2,0,True,in_game_only,maintain
195,Quagsire,누오,2,0,True,in_game_only,maintain
196,Espeon,에브이,2,0,True,in_game_only,maintain
197,Umbreon,블래키,2,0,True,in_game_only,maintain
198,Murkrow,니로우,2,0,True,in_game_only,maintain
199,Slowking,야도킹,2,0,True,in_game_only,maintain
200,Misdreavus,무우마,2,0,True,in_game_only,maintain
201,Unown,안농,2,0,True,in_game_only,maintain
202,Wobbuffet,마자용,2,0,True,in_game_only,maintain
203,Girafarig,키링키,2,0,True,in_game_only,maintain
204,Pineco,피콘,2,0,True,in_game_only,maintain
205,Forretress,쏘콘,2,0,True,in_game_only,maintain
206,Dunsparce,노고치,2,0,True,in_game_only,maintain
207,Gligar,글라이거,2,0,True,in_game_only,maintain
208,Steelix,강철톤,2,0,True,in_game_only,maintain
209,Snubbull,블루,2,0,True,in_game_only,maintain
210,Granbull,그랑블루,2,0,True,in_game_only,maintain
211,Qwilfish,침바루,2,0,True,in_game_only,maintain
212,Scizor,핫삼,2,0,True,in_game_only,maintain
213,Shuckle,단단지,2,0,True,in_game_only,maintain
214,Heracross,헤라크로스,2,0,True,in_game_only,maintain
215,Sneasel,포푸니,2,0,True,in_game_only,maintain
216,Teddiursa,깜지곰,2,0,True,in_game_only,maintain
217,Ursaring,링곰,2,0,True,in_game_only,maintain
218,Slugma,마그마그,2,0,True,in_game_only,maintain
219,Magcargo,마그카르고,2,0,True,in_game_only,maintain
220,Swinub,꾸꾸리,2,0,True,in_game_only,maintain
221,Piloswine,메꾸리,2,0,True,in_game_only,maintain
222,Corsola,코산호,2,0,True,in_game_only,maintain
223,Remoraid,총어,2,0,True,in_game_only,maintain
224,Octillery,대포무노,2,0,True,in_game_only,maintain
225,Delibird,딜리버드,2,0,True,in_game_only,maintain
226,Mantine,만타인,2,0,True,in_game_only,maintain
227,Skarmory,무장조,2,0,True,in_game_only,maintain
228,Houndour,델빌,2,0,True,in_game_only,maintain
229,Houndoom,헬가,2,0,True,in_game_only,maintain
230,Kingdra,킹드라,2,0,True,in_game_only,maintain
231,Phanpy,코코리,2,0,True,in_game_only,maintain
232,Donphan,코리갑,2,0,True,in_game_only,maintain
233,Porygon2,폴리곤2,2,0,True,in_game_only,maintain
234,Stantler,노라키,2,0,True,in_game_only,maintain
235,Smeargle,루브도,2,0,True,in_game_only,maintain
236,Tyrogue,배루키,2,0,True,in_game_only,maintain
237,Hitmontop,카포에라,2,0,True,in_game_only,maintain
238,Smoochum,뽀뽀라,2,0,True,in_game_only,maintain
239,Elekid,에레키드,2,0,True,in_game_only,maintain
240,Magby,마그비,2,0,True,in_game_only,maintain
241,Miltank,밀탱크,2,0,True,in_game_only,maintain
242,Blissey,해피너스,2,0,True,in_game_only,maintain
243,Raikou,라이코,2,0,True,in_game_only,maintain
244,Entei,앤테이,2,0,True,in_game_only,maintain
245,Suicune,스이쿤,2,0,True,in_game_only,maintain
246,Larvitar,애버라스,2,0,True,in_game_only,maintain
247,Pupitar,데기라스,2,0,True,in_game_only,maintain
248,Tyranitar,마기라스,2,0,True,in_game_only,maintain
249,Lugia,루기아,2,0,True,in_game_only,maintain
250,Ho-Oh,칠색조,2,0,True,in_game_only,maintain
251,Celebi,세레비,2,0,True,in_game_only,maintain
252,Treecko,나무지기,3,0,True,in_game_only,maintain
253,Grovyle,나무돌이,3,0,True,in_game_only,maintain
254,Sceptile,나무킹,3,0,True,in_game_only,maintain
255,Torchic,아차모,3,0,True,in_game_only,maintain
256,Combusken,영치코,3,0,True,in_game_only,maintain
257,Blaziken,번치코,3,0,True,in_game_only,maintain
258,Mudkip,물짱이,3,0,True,in_game_only,maintain
259,Marshtomp,늪짱이,3,0,True,in_game_only,maintain
260,Swampert,대짱이,3,0,True,in_game_only,maintain
261,Poochyena,포챠나,3,0,True,in_game_only,maintain
262,Mightyena,그라에나,3,0,True,in_game_only,maintain
263,Zigzagoon,지그제구리,3,0,True,in_game_only,maintain
264,Linoone,직구리,3,0,True,in_game_only,maintain
265,Wurmple,개무소,3,0,True,in_game_only,maintain
266,Silcoon,실쿤,3,0,True,in_game_only,maintain
267,Beautifly,뷰티플라이,3,0,True,in_game_only,maintain
268,Cascoon,카스쿤,3,0,True,in_game_only,maintain
269,Dustox,독케일,3,0,True,in_game_only,maintain
270,Lotad,연꽃몬,3,0,True,in_game_only,maintain
271,Lombre,로토스,3,0,True,in_game_only,maintain
272,Ludicolo,로파파,3,0,True,in_game_only,maintain
273,Seedot,도토링,3,0,True,in_game_only,maintain
274,Nuzleaf,잎새코,3,0,True,in_game_only,maintain
275,Shiftry,다탱구,3,0,True,in_game_only,maintain
276,Taillow,테일로,3,0,True,in_game_only,maintain
277,Swellow,스왈로,3,0,True,in_game_only,maintain
278,Wingull,갈모매,3,0,True,in_game_only,maintain
279,Pelipper,패리퍼,3,0,True,in_game_only,maintain
280,Ralts,랄토스,3,0,True,in_game_only,maintain
281,Kirlia,킬리아,3,0,True,in_game_only,maintain
282,Gardevoir,가디안,3,0,True,in_game_only,maintain
283,Surskit,비구술,3,0,True,in_game_only,maintain
284,Masquerain,비나방,3,0,True,in_game_only,maintain
285,Shroomish,버섯꼬,3,0,True,in_game_only,maintain
286,Breloom,버섯모,3,0,True,in_game_only,maintain
287,Slakoth,게을로,3,0,True,in_game_only,maintain
288,Vigoroth,발바로,3,0,True,in_game_only,maintain
289,Slaking,게을킹,3,0,True,in_game_only,maintain
290,Nincada,토중몬,3,0,True,in_game_only,maintain
291,Ninjask,아이스크,3,0,True,in_game_only,maintain
292,Shedinja,껍질몬,3,0,True,in_game_only,maintain
293,Whismur,소곤룡,3,0,True,in_game_only,maintain
294,Loudred,노공룡,3,0,True,in_game_only,maintain
295,Exploud,폭음룡,3,0,True,in_game_only,maintain
296,Makuhita,마크탕,3,0,True,in_game_only,maintain
297,Hariyama,하리뭉,3,0,True,in_game_only,maintain
298,Azurill,루리리,3,0,True,in_game_only,maintain
299,Nosepass,코코파스,3,0,True,in_game_only,maintain
300,Skitty,에나비,3,0,True,in_game_only,maintain
301,Delcatty,델케티,3,0,True,in_game_only,maintain
302,Sableye,깜까미,3,0,True,in_game_only,maintain
303,Mawile,입치트,3,0,True,in_game_only,maintain
304,Aron,가보리,3,0,True,in_game_only,maintain
305,Lairon,갱도라,3,0,True,in_game_only,maintain
306,Aggron,보스로라,3,0,True,in_game_only,maintain
307,Meditite,요가랑,3,0,True,in_game_only,maintain
308,Medicham,요가램,3,0,True,in_game_only,maintain
309,Electrike,썬더라이,3,0,True,in_game_only,maintain
310,Manectric,썬더볼트,3,0,True,in_game_only,maintain
311,Plusle,플러시,3,0,True,in_game_only,maintain
312,Minun,마이농,3,0,True,in_game_only,maintain
313,Volbeat,볼비트,3,0,True,in_game_only,maintain
314,Illumise,네오비트,3,0,True,in_game_only,maintain
315,Roselia,로젤리아,3,0,True,in_game_only,maintain
316,Gulpin,꼴깍몬,3,0,True,in_game_only,maintain
317,Swalot,꿀꺽몬,3,0,True,in_game_only,maintain
318,Carvanha,샤프니아,3,0,True,in_game_only,maintain
319,Sharpedo,샤크니아,3,0,True,in_game_only,maintain
320,Wailmer,고래왕자,3,0,True,in_game_only,maintain
321,Wailord,고래왕,3,0,True,in_game_only,maintain
322,Numel,둔타,3,0,True,in_game_only,maintain
323,Camerupt,폭타,3,0,True,in_game_only,maintain
324,Torkoal,코터스,3,0,True,in_game_only,maintain
325,Spoink,피그점프,3,0,True,in_game_only,maintain
326,Grumpig,피그킹,3,0,True,in_game_only,maintain
327,Spinda,얼루기,3,0,True,in_game_only,maintain
328,Trapinch,톱치,3,0,True,in_game_only,maintain
329,Vibrava,비브라바,3,0,True,in_game_only,maintain
330,Flygon,플라이곤,3,0,True,in_game_only,maintain
331,Cacnea,선인왕,3,0,True,in_game_only,maintain
332,Cacturne,밤선인,3,0,True,in_game_only,maintain
333,Swablu,파비코,3,0,True,in_game_only,maintain
334,Altaria,파비코리,3,0,True,in_game_only,maintain
335,Zangoose,쟝고,3,0,True,in_game_only,maintain
336,Seviper,세비퍼,3,0,True,in_game_only,maintain
337,Lunatone,루나톤,3,0,True,in_game_only,maintain
338,Solrock,솔록,3,0,True,in_game_only,maintain
339,Barboach,미꾸리,3,0,True,in_game_only,maintain
340,Whiscash,메깅,3,0,True,in_game_only,maintain
341,Corphish,가재군,3,0,True,in_game_only,maintain
342,Crawdaunt,가재장군,3,0,True,in_game_only,maintain
343,Baltoy,오뚝군,3,0,True,in_game_only,maintain
344,Claydol,점토도리,3,0,True,in_game_only,maintain
345,Lileep,릴링,3,0,True,in_game_only,maintain
346,Cradily,릴리요,3,0,True,in_game_only,maintain
347,Anorith,아노딥스,3,0,True,in_game_only,maintain
348,Armaldo,아말도,3,0,True,in_game_only,maintain
349,Feebas,빈티나,3,0,True,in_game_only,maintain
350,Milotic,밀로틱,3,0,True,in_game_only,maintain
351,Castform,캐스퐁,3,0,True,in_game_only,maintain
352,Kecleon,켈리몬,3,0,True,in_game_only,maintain
353,Shuppet,어둠대신,3,0,True,in_game_only,maintain
354,Banette,다크펫,3,0,True,in_game_only,maintain
355,Duskull,해골몽,3,0,True,in_game_only,maintain
356,Dusclops,미라몽,3,0,True,in_game_only,maintain
357,Tropius,트로피우스,3,0,True,in_game_only,maintain
358,Chimecho,치렁,3,0,True,in_game_only,maintain
359,Absol,앱솔,3,0,True,in_game_only,maintain
360,Wynaut,마자,3,0,True,in_game_only,maintain
361,Snorunt,눈꼬마,3,0,True,in_game_only,maintain
362,Glalie,얼음귀신,3,0,True,in_game_only,maintain
363,Spheal,대굴레오,3,0,True,in_game_only,maintain
364,Sealeo,씨레오,3,0,True,in_game_only,maintain
365,Walrein,씨카이저,3,0,True,in_game_only,maintain
366,Clamperl,진주몽,3,0,True,in_game_only,maintain
367,Huntail,헌테일,3,0,True,in_game_only,maintain
368,Gorebyss,분홍장이,3,0,True,in_game_only,maintain
369,Relicanth,시라칸,3,0,True,in_game_only,maintain
370,Luvdisc,사랑동이,3,0,True,in_game_only,maintain
371,Bagon,아공이,3,0,True,in_game_only,maintain
372,Shelgon,쉘곤,3,0,True,in_game_only,maintain
373,Salamence,보만다,3,0,True,in_game_only,maintain
374,Beldum,메탕,3,0,True,in_game_only,maintain
375,Metang,메탕구,3,0,True,in_game_only,maintain
376,Metagross,메타그로스,3,0,True,in_game_only,maintain
377,Regirock,레지락,3,0,True,in_game_only,maintain
378,Regice,레지아이스,3,0,True,in_game_only,maintain
379,Registeel,레지스틸,3,0,True,in_game_only,maintain
380,Latias,라티아스,3,0,True,in_game_only,maintain
381,Latios,라티오스,3,0,True,in_game_only,maintain
382,Kyogre,가이오가,3,0,True,in_game_only,maintain
383,Groudon,그란돈,3,0,True,in_game_only,maintain
384,Rayquaza,레쿠쟈,3,0,True,in_game_only,maintain
385,Jirachi,지라치,3,0,True,in_game_only,maintain
386,Deoxys,테오키스,3,0,True,in_game_only,maintain
387,Turtwig,모부기,4,0,True,in_game_only,maintain
388,Grotle,수풀부기,4,1,True,field_covered,maintain
389,Torterra,토대부기,4,0,True,in_game_only,maintain
390,Chimchar,불꽃숭이,4,0,True,in_game_only,maintain
391,Monferno,파이숭이,4,0,True,in_game_only,maintain
392,Infernape,초염몽,4,0,True,in_game_only,maintain
393,Piplup,팽도리,4,0,True,in_game_only,maintain
394,Prinplup,팽태자,4,0,True,in_game_only,maintain
395,Empoleon,엠페르트,4,0,True,in_game_only,maintain
396,Starly,찌르꼬,4,0,True,in_game_only,maintain
397,Staravia,찌르버드,4,0,True,in_game_only,maintain
398,Staraptor,찌르호크,4,0,True,in_game_only,maintain
399,Bidoof,비버니,4,0,True,in_game_only,maintain
400,Bibarel,비버통,4,0,True,in_game_only,maintain
401,Kricketot,귀뚤뚜기,4,0,True,in_game_only,maintain
402,Kricketune,귀뚤톡크,4,0,True,in_game_only,maintain
403,Shinx,꼬링크,4,0,True,in_game_only,maintain
404,Luxio,럭시오,4,0,True,in_game_only,maintain
405,Luxray,렌트라,4,0,True,in_game_only,maintain
406,Budew,꼬몽울,4,0,True,in_game_only,maintain
407,Roserade,로즈레이드,4,0,True,in_game_only,maintain
408,Cranidos,두개도스,4,0,True,in_game_only,maintain
409,Rampardos,램펄드,4,0,True,in_game_only,maintain
410,Shieldon,방패톱스,4,0,True,in_game_only,maintain
411,Bastiodon,바리톱스,4,0,True,in_game_only,maintain
412,Burmy,도롱충이,4,0,True,in_game_only,maintain
413,Wormadam,도롱마담,4,0,True,in_game_only,maintain
414,Mothim,나메일,4,0,True,in_game_only,maintain
415,Combee,세꿀버리,4,0,True,in_game_only,maintain
416,Vespiquen,비퀸,4,0,True,in_game_only,maintain
417,Pachirisu,파치리스,4,0,True,in_game_only,maintain
418,Buizel,브이젤,4,0,True,in_game_only,maintain
419,Floatzel,플로젤,4,0,True,in_game_only,maintain
420,Cherubi,체리버,4,0,True,in_game_only,maintain
421,Cherrim,체리꼬,4,0,True,in_game_only,maintain
422,Shellos,깝질무,4,0,True,in_game_only,maintain
423,Gastrodon,트리토돈,4,0,True,in_game_only,maintain
424,Ambipom,겟핸보숭,4,0,True,in_game_only,maintain
425,Drifloon,흔들풍손,4,0,True,in_game_only,maintain
426,Drifblim,둥실라이드,4,0,True,in_game_only,maintain
427,Buneary,이어롤,4,0,True,in_game_only,maintain
428,Lopunny,이어롭,4,0,True,in_game_only,maintain
429,Mismagius,무우마직,4,0,True,in_game_only,maintain
430,Honchkrow,돈크로우,4,0,True,in_game_only,maintain
431,Glameow,나옹마,4,0,True,in_game_only,maintain
432,Purugly,몬냥이,4,0,True,in_game_only,maintain
433,Chingling,랑딸랑,4,0,True,in_game_only,maintain
434,Stunky,스컹뿡,4,0,True,in_game_only,maintain
435,Skuntank,스컹탱크,4,0,True,in_game_only,maintain
436,Bronzor,동미러,4,0,True,in_game_only,maintain
437,Bronzong,동탁군,4,0,True,in_game_only,maintain
438,Bonsly,꼬지지,4,0,True,in_game_only,maintain
439,Mime Jr.,흉내내,4,0,True,in_game_only,maintain
440,Happiny,핑복,4,0,True,in_game_only,maintain
441,Chatot,페라페,4,0,True,in_game_only,maintain
442,Spiritomb,화강돌,4,0,True,in_game_only,maintain
443,Gible,딥상어동,4,0,True,in_game_only,maintain
444,Gabite,한바이트,4,0,True,in_game_only,maintain
445,Garchomp,한카리아스,4,0,True,in_game_only,maintain
446,Munchlax,먹고자,4,0,True,in_game_only,maintain
447,Riolu,리오르,4,0,True,in_game_only,maintain
448,Lucario,루카리오,4,0,True,in_game_only,maintain
449,Hippopotas,히포포타스,4,0,True,in_game_only,maintain
450,Hippowdon,하마돈,4,0,True,in_game_only,maintain
451,Skorupi,스콜피,4,0,True,in_game_only,maintain
452,Drapion,드래피온,4,0,True,in_game_only,maintain
453,Croagunk,삐딱구리,4,0,True,in_game_only,maintain
454,Toxicroak,독개굴,4,0,True,in_game_only,maintain
455,Carnivine,무스틈니,4,0,True,in_game_only,maintain
456,Finneon,형광어,4,0,True,in_game_only,maintain
457,Lumineon,네오라이트,4,0,True,in_game_only,maintain
458,Mantyke,타만타,4,0,True,in_game_only,maintain
459,Snover,눈쓰개,4,0,True,in_game_only,maintain
460,Abomasnow,눈설왕,4,0,True,in_game_only,maintain
461,Weavile,포푸니라,4,0,True,in_game_only,maintain
462,Magnezone,자포코일,4,0,True,in_game_only,maintain
463,Lickilicky,내룸벨트,4,0,True,in_game_only,maintain
464,Rhyperior,거대코뿌리,4,0,True,in_game_only,maintain
465,Tangrowth,덩쿠림보,4,0,True,in_game_only,maintain
466,Electivire,에레키블,4,0,True,in_game_only,maintain
467,Magmortar,마그마번,4,0,True,in_game_only,maintain
468,Togekiss,토게키스,4,0,True,in_game_only,maintain
469,Yanmega,메가자리,4,0,True,in_game_only,maintain
470,Leafeon,리피아,4,1,True,field_covered,maintain
471,Glaceon,글레이시아,4,0,True,in_game_only,maintain
472,Gliscor,글라이온,4,0,True,in_game_only,maintain
473,Mamoswine,맘모꾸리,4,0,True,in_game_only,maintain
474,Porygon-Z,폴리곤Z,4,0,True,in_game_only,maintain
475,Gallade,엘레이드,4,0,True,in_game_only,maintain
476,Probopass,대코파스,4,0,True,in_game_only,maintain
477,Dusknoir,야느와르몽,4,0,True,in_game_only,maintain
478,Froslass,눈여아,4,0,True,in_game_only,maintain
479,Rotom,로토무,4,0,True,in_game_only,maintain
480,Uxie,유크시,4,0,True,in_game_only,maintain
481,Mesprit,엠라이트,4,0,True,in_game_only,maintain
482,Azelf,아그놈,4,0,True,in_game_only,maintain
483,Dialga,디아루가,4,0,True,in_game_only,maintain
484,Palkia,펄기아,4,0,True,in_game_only,maintain
